"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",make,vrm,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,page
174674,"PRIVATE
HIRE",31/01/2024,30/07/2024,4764,TOYOTA COROLLA,BF20 OSD,HYBRID,02/03/2020,4,NO,NO,,40
174733,"PRIVATE
HIRE",26/01/2024,14/08/2024,4765,TOYOTA COROLLA,MT22 GVN,HYBRID,17/05/2022,4,NO,NO,,40
174778,"PRIVATE
HIRE",16/02/2024,20/08/2024,4767,"TOYOTA C-HR ICON
HEV CVT",MH68 NFM,HYBRID,11/02/2019,4,NO,NO,,40
174734,"PRIVATE
HIRE",15/02/2024,14/08/2024,4768,"TOYOTA COROLLA
ICON HEV",MT22 GVY,HYBRID,24/05/2022,4,NO,NO,,40
174822,"PRIVATE
HIRE",19/01/2024,18/07/2024,4770,"TOYOTA COROLLA
ICON HEV CVT",MC23 GYY,HYBRID,04/07/2023,4,NO,NO,,40
174845,"PRIVATE
HIRE",05/02/2024,15/08/2024,4771,"FIAT TIPO LOUNGE
MULTIJET",YX20 HDV,DIESEL,16/03/2020,4,NO,NO,,40
174859,"PRIVATE
HIRE",30/01/2024,01/08/2024,4772,"MERCEDES BENZ VITO
119 B-TEC TOURER
SELECT A",KX19 UNG,DIESEL,08/04/2019,8,NO,NO,,40
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,41
175096,"PRIVATE
HIRE",11/03/2024,18/09/2024,4774,"TOYOTA COROLLA
ICON HEV CVT",KE70 UBB,HYBRID,28/09/2020,4,NO,NO,,41
174802,"PRIVATE
HIRE",28/02/2024,29/08/2024,4775,BMW 320D M SPORT,RN54 ASH,DIESEL,26/06/2019,4,NO,YES,,41
174987,"PRIVATE
HIRE",12/03/2024,11/09/2024,4776,"TOYOTA COROLLA
ICON HEV CVT",MC23 RJO,HYBRID,24/07/2023,4,NO,NO,,41
174994,"PRIVATE
HIRE",07/02/2024,15/08/2024,4777,"VW SHARAN SE TDI S-
A",PG68 NRZ,DIESEL,15/02/2019,6,NO,YES,,41
175082,"PRIVATE
HIRE",02/02/2024,07/08/2024,4779,"TOYOTA COROLLA
ICON HEV CVT",X55 SND,HYBRID,31/07/2023,4,NO,NO,,41
175081,"PRIVATE
HIRE",29/01/2024,02/08/2024,4780,"TOYOTA COROLLA
ICON TS VVT-I",MH23 RVZ,HYBRID,31/07/2023,4,NO,NO,,41
175156,"PRIVATE
HIRE",07/02/2024,15/08/2024,4781,"TOYOTA COROLLA
ICON HEV CVT",BK71 KXR,HYBRID,28/09/2021,4,NO,NO,,41
175065,"PRIVATE
HIRE",26/02/2024,25/08/2024,4783,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",SA71 WKP,HYBRID,24/09/2021,4,NO,NO,,41
175183,"PRIVATE
HIRE",20/03/2024,20/09/2024,4785,AUDI A4 SE 35 TDI,BV19 UZK,DIESEL,21/03/2019,4,NO,NO,,41
175186,"PRIVATE
HIRE",05/02/2024,03/09/2024,4786,"TOYOTA AURIS EXCEL
HEV VVT-I",VK19 FUU,HYBRID,01/03/2019,4,NO,NO,,41
175190,"PRIVATE
HIRE",04/03/2024,28/09/2024,4787,TOYOTA PRIUS PLUS,HF69 WSX,HYBRID,30/10/2019,6,NO,NO,YES,41
175173,"PRIVATE
HIRE",05/03/2024,04/09/2024,4788,"VAUXHALL ASTRA
TECH",FA19 NUX,DIESEL,29/07/2019,4,NO,NO,,41
175272,"PRIVATE
HIRE",22/02/2024,06/09/2024,4789,BYD ATTO 3,LC23 JLZ,ELECTRIC,01/08/2023,4,NO,NO,,41
175279,"PRIVATE
HIRE",12/02/2024,04/08/2024,4790,"TOYOTA COROLLA
ICON HEV CVT",MH23 DYJ,HYBRID,11/08/2023,4,NO,NO,,41
175285,"PRIVATE
HIRE",19/02/2024,23/08/2024,4791,"HYUNDAI IONIQ SE
HEV S-A",KJ19 XND,HYBRID,28/05/2019,4,NO,NO,,41
175306,"PRIVATE
HIRE",03/04/2024,03/10/2024,4792,"VAUXHALL MOVANO
L2H2",WV19 DSU,DIESEL,01/03/2019,8,YES,YES,,41
175371,"PRIVATE
HIRE",07/02/2024,06/09/2024,4793,"TOYOTA COROLLA
ICON HEV CVT",MH23 OBD,HYBRID,15/08/2023,4,NO,NO,,41
175401,"PRIVATE
HIRE",27/02/2024,10/09/2024,4795,"HYUNDAI IONIQ SE
HEV S-A",EG68 YRA,HYBRID,12/02/2019,4,NO,NO,,41
175403,"PRIVATE
HIRE",14/03/2024,17/09/2024,4796,"TOYOTA COROLLA
ICON HEV CVT",EN21 XZG,HYBRID,12/07/2021,4,NO,NO,,41
175441,"PRIVATE
HIRE",13/11/2023,12/05/2024,4797,RENAULT TRAFIC SL27,OU19 BYT,DIESEL,07/05/2019,6,YES,NO,,41
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,42
175415,"PRIVATE
HIRE",15/02/2024,07/09/2024,4798,"LEXUS UX 250H
ESTATE",GU70 DXA,HYBRID,25/09/2020,4,NO,NO,,42
175497,"PRIVATE
HIRE",26/03/2024,03/10/2024,4800,"TOYOTA COROLLA
ICON HEV CVT",MH23 KXE,HYBRID,23/08/2023,4,NO,NO,,42
175407,"PRIVATE
HIRE",27/03/2024,26/09/2024,4801,"HYUNDAI IONIQ
PREMIUM SE HEV S-A",EA21 YDP,HYBRID,30/04/2021,4,NO,NO,,42
175501,"PRIVATE
HIRE",09/04/2024,16/10/2024,4802,"HYUNDAI IONIQ SE
HEV S-A",EO21 YJH,HYBRID,17/03/2021,4,NO,NO,,42
175412,"PRIVATE
HIRE",05/03/2024,10/09/2024,4803,"TOYOTA COROLLA
ICON HEV CVT",MK73 GCZ,HYBRID,01/09/2023,4,NO,NO,,42
175488,"PRIVATE
HIRE",07/03/2024,10/09/2024,4804,"MERCEDES BENZ V220
D SPORT AUTO",AE10 TEN,DIESEL,05/02/2019,7,NO,NO,YES,42
175517,"PRIVATE
HIRE",15/02/2024,20/09/2024,4805,"TOYOTA COROLLA
EXCEL VVT-I HEV CVT",BK69 UYH,HYBRID,12/09/2019,4,NO,NO,,42
175512,"PRIVATE
HIRE",06/02/2024,20/09/2024,4806,"TOYOTA COROLLA
ICON HEV CVT",MH23 EUL,HYBRID,29/08/2023,4,NO,NO,,42
175004,"PRIVATE
HIRE",16/04/2024,18/10/2024,4807,"TOYOTA COROLLA
DESIGN VVT-I",RO69 VPX,HYBRID,28/10/2019,4,NO,NO,,42
175542,"PRIVATE
HIRE",08/03/2024,10/09/2024,4808,"TOYOTA COROLLA
ICON HEV CVT",MC72 HGN,HYBRID,20/01/2023,4,NO,NO,,42
175298,"PRIVATE
HIRE",29/02/2024,11/09/2024,4809,"TOYOTA COROLLA GR
SPORT HEV",VN20 EUE,HYBRID,29/07/2020,4,NO,NO,,42
175613,"PRIVATE
HIRE",21/03/2024,20/09/2024,4810,HYUNDAI I800,MP19 MWO,DIESEL,29/08/2019,7,NO,NO,,42
175618,"PRIVATE
HIRE",28/03/2024,09/10/2024,4811,SKODA KODIAQ SE,AK70 OUL,PETROL,27/01/2021,6,NO,NO,,42
175612,"PRIVATE
HIRE",19/03/2024,20/09/2024,4812,"VW GOLF SE
NAVIGATION",VA68 FZT,DIESEL,25/01/2019,4,NO,NO,,42
175640,"PRIVATE
HIRE",05/04/2024,12/10/2024,4813,AUDI A6 SPORT 40 TDI,CE19 HUP,DIESEL,12/03/2019,4,NO,NO,,42
175644,"PRIVATE
HIRE",28/02/2024,13/09/2024,4814,"PEUGEOT 308 TECH
ED",KP20 NZH,DIESEL,30/07/2020,4,NO,NO,,42
175377,"PRIVATE
HIRE",07/03/2024,20/09/2024,4815,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",MK20 JKZ,HYBRID,10/03/2020,4,NO,NO,,42
175636,"PRIVATE
HIRE",08/03/2024,20/09/2024,4816,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",BA68 AHG,HYBRID,28/01/2019,4,NO,NO,,42
175708,"PRIVATE
HIRE",02/04/2024,05/10/2024,4817,"HYUNDAI IONIQ SE
HEV S-A",DY19 VZL,HYBRID,03/05/2019,4,NO,NO,,42
175421,"PRIVATE
HIRE",18/03/2024,15/10/2024,4819,"TOYOTA PRIUS EXCEL
TSS",WF69 HVS,HYBRID,23/11/2019,6,NO,NO,,42
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,43
175748,"PRIVATE
HIRE",15/03/2024,13/09/2024,4820,"TOYOTA COROLLA
ICON HEV CVT",HJ70 CTV,HYBRID,07/09/2020,4,NO,NO,YES,43
175710,"PRIVATE
HIRE",18/03/2024,19/09/2024,4821,"TOYOTA COROLLA
ICON HEV CVT",FB19 UDU,HYBRID,30/07/2019,4,NO,NO,,43
175735,"PRIVATE
HIRE",25/03/2024,26/09/2024,4822,"TOYOTA COROLLA
ICON TECH VVT-I HEV
CVT",SE19 VTL,HYBRID,18/07/2019,4,NO,NO,,43
175829,"PRIVATE
HIRE",25/03/2024,24/09/2024,4823,"TOYOTA COROLLA
ICON HEV CVT",DU70 TSV,HYBRID,30/09/2020,4,NO,NO,,43
175628,"PRIVATE
HIRE",07/02/2024,06/08/2024,4824,"HYUNDAI IONIQ
PREMIUM HEV S-A",OY20 FBB,HYBRID,02/03/2020,4,NO,NO,,43
175987,"PRIVATE
HIRE",30/10/2023,29/04/2024,4825,"TOYOTA COROLLA
ICON HEV CVT",MJ73 GXT,HYBRID,15/09/2023,4,NO,NO,,43
175914,"PRIVATE
HIRE",14/03/2024,27/09/2024,4826,"FORD FOCUS
TITANIUM TDCI",BM19 YPA,DIESEL,26/07/2019,4,NO,NO,,43
175411,"PRIVATE
HIRE",04/04/2024,18/10/2024,4827,"HYUNDAI IONIQ SE
HEV S-A",YE19 UZX,HYBRID,19/03/2019,4,NO,NO,,43
176459,"PRIVATE
HIRE",22/11/2023,21/05/2024,4828,SKODA SUPERB SE,MJ73 EVH,DIESEL,31/10/2023,4,NO,NO,YES,43
175952,"PRIVATE
HIRE",19/04/2024,18/10/2024,4829,KIA CEED 2,MJ73 NFD,PETROL,15/09/2023,4,NO,NO,,43
175953,"PRIVATE
HIRE",04/10/2023,29/04/2024,4830,KIA CEED,MJ73 NFA,PETROL,15/09/2023,4,NO,NO,,43
175954,"PRIVATE
HIRE",04/10/2023,26/04/2024,4831,KIA CEED,MJ73 NGY,PETROL,15/09/2023,4,NO,NO,,43
175955,"PRIVATE
HIRE",05/10/2023,01/05/2024,4832,KIA CEED,MJ73 NGG,PETROL,15/09/2023,4,NO,NO,,43
175956,"PRIVATE
HIRE",05/10/2023,01/05/2024,4833,KIA CEED,MJ73 NGV,PETROL,15/09/2023,4,NO,NO,,43
175960,"PRIVATE
HIRE",04/04/2024,05/10/2024,4834,KIA CEED,MJ73 NGN,PETROL,15/09/2023,4,NO,NO,,43
175982,"PRIVATE
HIRE",05/10/2023,02/05/2024,4839,KIA CEED,MJ73 NFV,PETROL,15/09/2023,4,NO,NO,,43
175983,"PRIVATE
HIRE",05/10/2023,02/05/2024,4840,KIA CEED,MJ73 NFP,PETROL,15/09/2023,4,NO,NO,,43
175878,"PRIVATE
HIRE",15/11/2023,14/05/2024,4841,"TOYOTA COROLLA
ICON HEV CVT",ML73 ZXP,HYBRID,21/09/2023,4,NO,NO,,43
176024,"PRIVATE
HIRE",10/04/2024,11/10/2024,4842,KIA NIRO 3 HEV,MK22 FBU,HYBRID,28/03/2022,4,NO,NO,,43
175986,"PRIVATE
HIRE",04/04/2024,15/10/2024,4844,"TOYOTA PRIUS ACTIVE
VVT-I",FL20 ORC,HYBRID,31/05/2020,4,NO,NO,,43
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,44
176083,"PRIVATE
HIRE",12/04/2024,11/10/2024,4845,"TOYOTA PRIUS
HYBRID",MX20 MUE,HYBRID,01/05/2020,4,NO,NO,,44
176107,"PRIVATE
HIRE",18/04/2024,18/10/2024,4846,KIA NIRO 2,YG22 XTW,HYBRID,07/03/2022,4,NO,NO,,44
176097,"PRIVATE
HIRE",19/04/2024,18/10/2024,4847,"MERCEDES BENZ E
220D",KM20 XSD,DIESEL,17/03/2020,4,NO,YES,,44
176188,"PRIVATE
HIRE",01/11/2023,30/04/2024,4848,"TOYOTA COROLLA
DESIGN HEV",ML70 HHA,HYBRID,30/09/2020,4,NO,NO,,44
176205,"PRIVATE
HIRE",26/10/2023,25/04/2024,4849,"TOYOTA PRIUS PLUS
ICON TSS HEV CVT",TA55 ZUL,HYBRID,12/09/2019,6,NO,NO,,44
176208,"PRIVATE
HIRE",24/10/2023,23/04/2024,4850,LEXUS CT 200H,SY11 KUL,HYBRID,06/01/2020,4,NO,NO,YES,44
175601,"PRIVATE
HIRE",13/03/2024,12/09/2024,4851,SEAT LEON SE TDI,YH20 KJJ,DIESEL,18/03/2020,4,NO,NO,,44
176270,"PRIVATE
HIRE",15/04/2024,17/10/2024,4852,KIA NIRO 2 HEV S-A,PF69 MJE,HYBRID,19/12/2019,4,NO,NO,,44
176322,"PRIVATE
HIRE",07/11/2023,06/05/2024,4853,"HYUNDAI IONIQ SE
HEV S-A",AK68 DJF,HYBRID,31/10/2018,4,NO,NO,,44
176337,"PRIVATE
HIRE",29/11/2023,28/05/2024,4854,HYUNDAI IONIQ,EK70 WYM,HYBRID,30/09/2020,4,NO,NO,,44
176342,"PRIVATE
HIRE",02/04/2024,05/10/2024,4855,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",EK21 DHG,HYBRID,22/03/2021,4,NO,NO,,44
176206,"PRIVATE
HIRE",09/11/2023,08/05/2024,4856,"TOYOTA COROLLA
ICON HEV CVT",MW22 OTB,HYBRID,30/06/2022,4,NO,NO,,44
176409,"PRIVATE
HIRE",16/04/2024,09/11/2024,4857,"TOYOTA COROLLA
ICON HEV CVT",MK73 UKM,HYBRID,15/09/2023,4,NO,NO,,44
176411,"PRIVATE
HIRE",05/12/2023,04/06/2024,4858,"TOYOTA PRIUS
HYBRID",KH19 NUC,HYBRID,01/03/2019,4,NO,NO,,44
176182,"PRIVATE
HIRE",09/11/2023,08/05/2024,4859,TOYOTA PRIUS PLUS,KS20 PGX,HYBRID,18/08/2020,6,NO,NO,,44
176108,"PRIVATE
HIRE",10/11/2023,09/05/2024,4860,PEUGEOT PREMIER RS,SF68 FBC,DIESEL,08/02/2019,4,YES,NO,,44
176400,"PRIVATE
HIRE",13/11/2023,12/05/2024,4861,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",GM19 LUB,HYBRID,06/07/2019,4,NO,NO,,44
176405,"PRIVATE
HIRE",10/11/2023,09/05/2024,4862,FORD FOCUS,DW19 KWO,DIESEL,12/07/2019,4,NO,NO,,44
176431,"PRIVATE
HIRE",02/02/2024,01/08/2024,4863,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",EN70 EEY,HYBRID,30/01/2021,4,NO,NO,,44
176423,"PRIVATE
HIRE",02/11/2023,02/05/2024,4864,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",WV70 WMK,HYBRID,29/12/2020,4,NO,NO,,44
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,45
176440,"PRIVATE
HIRE",01/11/2023,30/04/2024,4866,"TOYOTA PRIUS
HYBRID",BD69 FYH,HYBRID,01/01/2020,4,NO,NO,,45
176446,"PRIVATE
HIRE",15/11/2023,14/05/2024,4867,AUDI A4 S LINE,RA19 ONT,DIESEL,29/05/2019,4,NO,NO,,45
176528,"PRIVATE
HIRE",10/11/2023,09/05/2024,4868,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",DX20 ZXF,HYBRID,24/03/2020,4,NO,NO,,45
176316,"PRIVATE
HIRE",17/11/2023,16/05/2024,4869,AUDI A4 SE,BA19 DZB,DIESEL,30/06/2019,4,NO,NO,,45
176570,"PRIVATE
HIRE",20/11/2023,19/05/2024,4871,"FORD FOCUS ZETEC
TDCI",YR69 BXP,DIESEL,31/10/2019,4,NO,NO,,45
176593,"PRIVATE
HIRE",27/11/2023,26/05/2024,4872,"TOYOTA COROLLA
ICON HEV CVT",BK20 JCJ,HYBRID,11/03/2020,4,NO,YES,,45
176641,"PRIVATE
HIRE",15/12/2023,14/06/2024,4873,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",EN70 EGJ,HYBRID,30/01/2021,4,NO,NO,,45
176667,"PRIVATE
HIRE",20/11/2023,19/05/2024,4874,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",ML71 XYN,HYBRID,05/10/2021,4,NO,NO,,45
176565,"PRIVATE
HIRE",20/12/2023,19/06/2024,4875,"TOYOTA COROLLA
ICON HEV CVT",MJ73 AZO,HYBRID,30/10/2023,4,NO,NO,,45
176492,"PRIVATE
HIRE",28/11/2023,27/05/2024,4876,"FORD GALAXY
TITANIUM ECOBLUE",BA19 BWY,DIESEL,11/08/2019,6,NO,NO,,45
176695,"PRIVATE
HIRE",17/11/2023,16/05/2024,4878,KIA NIRO 2 HEV S-A,BG22 ZRN,HYBRID,29/06/2022,4,YES,NO,,45
176699,"PRIVATE
HIRE",21/12/2023,20/06/2024,4879,"TOYOTA COROLLA
ICON HEV CVT",AK69 ZHP,HYBRID,18/02/2020,4,NO,NO,,45
176703,"PRIVATE
HIRE",13/02/2024,12/08/2024,4880,SKODA SUPERB SE TSI,NA69 VWL,PETROL,09/12/2019,4,NO,NO,,45
176709,"PRIVATE
HIRE",24/11/2023,23/05/2024,4881,"TOYOTA COROLLA
ICON HEV CVT",YP70 HRG,HYBRID,21/10/2020,4,NO,NO,,45
176791,"PRIVATE
HIRE",13/12/2023,12/06/2024,4882,"TOYOTA AURIS EXCEL
HEV VVT-I",ND68 FMJ,HYBRID,22/01/2019,4,NO,NO,,45
176818,"PRIVATE
HIRE",02/01/2024,01/07/2024,4883,"TOYOTA COROLLA
ICON HEV CVT",AD21 LDJ,HYBRID,19/08/2021,4,NO,NO,,45
176816,"PRIVATE
HIRE",21/11/2023,20/05/2024,4884,"HYUNDAI IONIQ
PREMIUM SE HEV S_A",CK70 HWL,HYBRID,17/09/2020,4,NO,NO,,45
176846,"PRIVATE
HIRE",27/11/2023,26/05/2024,4885,"MERCEDES-BENZ V300
AMG LINE D AUTO",LN70 KWA,DIESEL,07/10/2020,7,NO,NO,YES,45
176922,"PRIVATE
HIRE",14/12/2023,13/06/2024,4886,"HYUNDAI IONIQ
PREMIUM HEV S-A",EA21 YPL,HYBRID,30/04/2021,4,NO,NO,,45
176967,"PRIVATE
HIRE",19/12/2023,18/06/2024,4887,"HYUNDAI IONIQ
PREMIUM SE HEV S-A",EA21 OJJ,HYBRID,30/04/2021,4,NO,NO,,45
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,46
177043,"PRIVATE
HIRE",11/12/2023,10/06/2024,4888,"HYUNDAI IONIQ
PREMIUM HEV S-A",EJ21 FHR,HYBRID,10/05/2021,4,NO,NO,,46
177052,"PRIVATE
HIRE",09/01/2024,08/07/2024,4889,"TOYOTA COROLLA
ICON TECH HEV CVT",FP70 OYU,HYBRID,30/10/2020,4,NO,NO,,46
176945,"PRIVATE
HIRE",14/12/2023,13/06/2024,4891,"MERCEDES-BENZ VITO
119 B-TEC TOURER
SELECT A",KM19 XKB,DIESEL,28/03/2019,8,NO,NO,,46
176586,"PRIVATE
HIRE",13/12/2023,12/06/2024,4892,"TOYOTA C-HR ICON
HEV CVT",MK22 HGL,HYBRID,02/03/2022,4,NO,NO,,46
177123,"PRIVATE
HIRE",15/12/2023,14/06/2024,4893,"TOYOTA COROLLA
ICON HEV CVT",LL73 UTS,PETROL,22/11/2023,4,NO,NO,,46
176636,"PRIVATE
HIRE",14/12/2023,13/06/2024,4894,"TOYOTA PRIUS
BUSINESS ED",KF69 KNR,HYBRID,02/09/2019,4,NO,NO,,46
177223,"PRIVATE
HIRE",09/01/2024,08/07/2024,4895,"AUDI A6 S LINE BLACK
ED",BK70 VVM,DIESEL,25/09/2020,4,NO,NO,,46
177240,"PRIVATE
HIRE",05/01/2024,04/07/2024,4896,KIA NIRO 2 HEV,LC21 HRR,HYBRID,06/05/2021,4,NO,NO,,46
177246,"PRIVATE
HIRE",16/01/2024,15/07/2024,4897,"FORD FOCUS ZETEC
TDCI",DS69 ZWD,DIESEL,27/11/2019,4,NO,NO,,46
177255,"PRIVATE
HIRE",15/01/2024,14/07/2024,4898,"LEXUS ES 300H F
SPORT CVT",KY70 WSX,HYBRID,08/09/2020,4,NO,NO,,46
177293,"PRIVATE
HIRE",04/01/2024,03/07/2024,4899,"HYUNDAI IONIQ
PREMIUM HEV S-A",EX70 VTO,HYBRID,28/09/2020,4,NO,NO,,46
177328,"PRIVATE
HIRE",15/02/2024,14/08/2024,4900,"MERCEDES-BENZ VITO
119 SPORT",HT68 HPN,DIESEL,31/12/2018,4,NO,NO,,46
177304,"PRIVATE
HIRE",05/02/2024,04/08/2024,4902,"MERCEDES-BENZ VITO
119 B-TEC TOURER",KX19 NCV,DIESEL,12/06/2019,8,NO,NO,,46
177372,"PRIVATE
HIRE",18/01/2024,16/07/2024,4903,"TOYOTA COROLLA
ICON TECH",YA19 LZS,PETROL,31/05/2019,4,NO,NO,,46
177387,"PRIVATE
HIRE",30/01/2024,29/07/2024,4905,"TOYOTA C-HR DESIGN
HEV",DE70 OZK,HYBRID,03/10/2020,4,NO,NO,,46
177441,"PRIVATE
HIRE",18/01/2024,17/07/2024,4907,"TOYOTA COROLLA
ICON",MM72 JNF,HYBRID,20/12/2022,4,NO,NO,,46
177456,"PRIVATE
HIRE",16/02/2024,15/08/2024,4908,"MERCEDES-BENZ E300
AMG",KS20 GOU,DIESEL,20/07/2020,4,NO,NO,,46
177457,"PRIVATE
HIRE",08/01/2024,07/07/2024,4909,"RENAULT MEGANE
EXPRESSION + DCI",MF18 EFL,DIESEL,27/04/2018,4,NO,NO,,46
177527,"PRIVATE
HIRE",23/01/2024,22/07/2024,4910,"TOYOTA PRIUS
HYBRID",MX19 BRJ,PETROL,01/05/2019,4,NO,NO,,46
177444,"PRIVATE
HIRE",29/01/2024,28/07/2024,4911,"TOYOTA CORROLLA
DESIGN HEV CVT",YY70 HBL,HYBRID,26/10/2020,4,NO,NO,,46
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,47
177569,"PRIVATE
HIRE",15/01/2024,14/07/2024,4912,"TOYOTA PRIUS PLUS
EXCEL TSS",RK70 ZGJ,HYBRID,08/09/2020,6,NO,NO,,47
177380,"PRIVATE
HIRE",14/02/2024,13/08/2024,4913,"HYUNDAI IONIQ
PREMIUM",EJ21 HHC,HYBRID,12/05/2021,4,NO,NO,,47
177654,"PRIVATE
HIRE",05/03/2024,04/09/2024,4914,"TOYOTA PRIUS PLUS
EXCELL",EX20 CFL,HYBRID,10/06/2020,6,NO,NO,,47
177659,"PRIVATE
HIRE",18/01/2024,17/07/2024,4915,"HYUNDAI IONIQ
PREMIUM",EF70 YSD,HYBRID,27/01/2021,4,NO,NO,,47
177666,"PRIVATE
HIRE",19/01/2024,18/07/2024,4916,"SUZUKI SWACE SZ5
HEV CVT",KM71 EBK,HYBRID,23/02/2022,4,NO,NO,,47
177604,"PRIVATE
HIRE",26/01/2024,25/07/2024,4917,"TOYOTA COROLLA
ICON HEV",WR72 DYA,HYBRID,29/09/2022,4,NO,NO,,47
177717,"PRIVATE
HIRE",25/01/2024,24/07/2024,4918,"TOYOTA COROLLA
DESIGN HEV",RF69 FZV,HYBRID,23/01/2020,4,NO,NO,,47
177570,"PRIVATE
HIRE",06/02/2024,05/08/2024,4919,"TOYOTA COROLLA
ICON TECH HEV CVT",SK70 EOL,HYBRID,29/09/2020,4,NO,NO,,47
177729,"PRIVATE
HIRE",22/01/2024,21/07/2024,4920,"TOYOTA COROLLA
ICON HEV",ML73 VGY,HYBRID,06/11/2023,4,NO,NO,,47
177730,"PRIVATE
HIRE",25/01/2024,24/07/2024,4921,"TOYOTA COROLLA
ICON HEV",MK72 PYW,HYBRID,01/09/2022,4,NO,NO,,47
178173,"PRIVATE
HIRE",16/02/2024,15/08/2024,4922,"MERCEDES-BENZ VITO
114CDI TOURER",YB73 TYU,DIESEL,30/11/2023,8,NO,NO,,47
177742,"PRIVATE
HIRE",07/02/2024,06/08/2024,4923,"TOYOTA PRIUS
HYBRID",MX19 BPS,HYBRID,01/07/2019,4,NO,NO,,47
177745,"PRIVATE
HIRE",18/03/2024,17/09/2024,4924,"MERCEDES-BENZ E
220 D",OU19 SVX,DIESEL,18/03/2019,4,NO,NO,,47
177792,"PRIVATE
HIRE",05/02/2024,04/08/2024,4925,"VOLKSWAGON PASSAT
SE BUSINESS",YJ19 TXX,DIESEL,18/04/2019,4,NO,NO,YES,47
177796,"PRIVATE
HIRE",29/01/2024,28/07/2024,4926,BMW 520D SE AUTO,HS55 SEB,DIESEL,14/11/2019,4,NO,NO,,47
177877,"PRIVATE
HIRE",13/02/2024,12/08/2024,4927,KIA NIRO 2 HEV,YD23 GKU,HYBRID,25/04/2023,4,NO,NO,,47
178007,"PRIVATE
HIRE",19/02/2024,18/08/2024,4929,"TOYOTA COROLLA
DESIGN",LF71 XGR,PETROL,01/09/2021,4,NO,NO,,47
178100,"PRIVATE
HIRE",14/02/2024,13/08/2024,4930,KIA NIRO 3 HEV,LM22 RCV,HYBRID,28/04/2022,4,NO,NO,,47
177966,"PRIVATE
HIRE",15/02/2024,14/08/2024,4931,"HYUNDAI IONIQ
PREMIUM HEV",EO21 YME,HYBRID,17/03/2021,4,NO,NO,,47
178219,"PRIVATE
HIRE",28/03/2024,27/09/2024,4932,"RENAULT MEGANE
PLAY BLUE",MW69 OEH,DIESEL,19/12/2019,4,NO,NO,,47
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,48
